N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,4145,0,0.07798647398627367,0.10094775999999847,0.4211,0.2053,0.0980449795918337,0.07463844897959225,0.15720731703443072,2.3013152247579267
150000,5000,6390,0,0.12017656685046008,0.10311111999999836,0.3948,0.1599,0.0993937142857119,0.06257999999999948,0.46787181926387233,2.7562656951888465
150000,5000,7695,0,0.162009890742972,0.101032719999998,0.4342,0.1538,0.10010261224489535,0.04561804081632751,0.11968920241842922,1.2025198136702515
150000,5000,6694,0,0.2309627596774274,0.09710071999999821,0.3931,0.0897,0.09687191836734473,0.024454367346939163,0.38043924352601705,0.8081545581964187
150000,5000,9611,0,0.20246402622897997,0.09700399999999891,0.3979,0.1054,0.09518171428571218,0.03349436734693872,0.26191856881161896,1.5482078162899446
150000,5000,8265,0,0.09226001288579322,0.09930959999999878,0.3674,0.1578,0.09748751020407934,0.06757812244897968,0.6908596103161027,3.3608600443445082
150000,5000,8815,0,0.09023489764551396,0.09752615999999817,0.4138,0.1716,0.09633126530612006,0.06643346938775546,0.15664781061016744,2.6873127531639422
150000,5000,11102,0,0.22724344936814278,0.09844207999999872,0.3765,0.0998,0.09574277551020219,0.028228979591836578,0.5095408527874183,0.9759912124573533
150000,5000,9105,0,0.33215038261062935,0.09952799999999841,0.4047,0.0002,0.09973828571428299,5.485714285714285e-05,0.3807633746456253,0.40780823092553353
150000,5000,4626,0,0.1453476868286555,0.0996900799999982,0.4018,0.1381,0.10011795918367128,0.04865844897959217,0.4254703283996137,2.115737326184181
150000,5000,5422,0,0.14903061720040534,0.10746543999999844,0.4279,0.1215,0.10203567346938476,0.05714163265306048,0.24956716622218408,4.047788196890848
150000,5000,7248,0,0.17582696658347619,0.10261559999999924,0.3853,0.1518,0.09834881632652827,0.045504000000000246,0.5252378843142628,1.2542337661457261
150000,5000,6292,0,0.11356470561861709,0.10007751999999821,0.4211,0.183,0.09984195918367034,0.05948824489795952,0.2272580464402508,1.669742872541645
150000,5000,5785,0,0.13399641817993235,0.10048271999999844,0.4179,0.1141,0.09934399999999728,0.05412808163265262,0.23749934345397575,4.114098321964845
150000,5000,9742,0,0.34238350084845703,0.10283999999999849,0.3913,0.0002,0.10071085714285478,4.9142857142857144e-05,0.560084165253889,0.17948672579018896
150000,5000,6147,0,0.08599058723309638,0.10781903999999813,0.4125,0.1925,0.10275918367346669,0.07872971428571497,0.42448696942782665,3.0461164346928524
150000,5000,6576,0,0.20315415137919124,0.10249615999999878,0.3951,0.0989,0.09559706122448729,0.04016881632653087,0.30699975099099003,2.994977614197188
150000,5000,7179,0,0.10231107530210548,0.10011631999999794,0.4096,0.1681,0.09870669387754834,0.0643567346938779,0.2910287313845537,2.6168086824729913
150000,5000,7798,0,0.1529775985499945,0.09867735999999859,0.3808,0.151,0.09418155102040578,0.05080293877550989,0.39511619859635816,1.8555264352293948
150000,5000,9850,0,0.09311580674672648,0.10845615999999875,0.3986,0.1916,0.10249918367346672,0.0774582857142869,0.5563652454917245,2.968768644720611
150000,5000,9267,0,0.3319014302580219,0.10107807999999871,0.4016,0.0139,0.09629248979591608,0.0051115918367347045,0.27114565499269105,2.320393859095987
150000,5000,5387,0,0.32426952490227656,0.09143799999999849,0.3943,0.0002,0.09329648979591575,1.9020408163265306e-05,0.21928478168941515,-1.0240937798518437
150000,5000,8340,0,0.11708912241420932,0.09830823999999838,0.3881,0.1512,0.09689689795918142,0.058502367346938346,0.4336049231571703,2.6830108423098276
150000,5000,5508,0,0.20277922962569161,0.09959023999999794,0.4245,0.0956,0.09643330612244616,0.03558661224489825,0.06427157299009886,2.4394203096699685
150000,5000,6906,0,0.13758859694643688,0.09824191999999814,0.4065,0.1554,0.09498114285714003,0.05397420408163307,0.17075060270217277,2.034023156385338
150000,5000,7060,0,0.1619080848060508,0.09987759999999844,0.3934,0.1044,0.09742824489795687,0.04665648979591772,0.4005675400144913,3.6627989310148688
150000,5000,8906,0,0.15885376415641994,0.10279319999999878,0.3779,0.1532,0.09721787755101803,0.052005632653060685,0.558149993118843,1.9050762688749234
150000,5000,9265,0,0.1224349456295043,0.09125103999999873,0.3758,0.1435,0.09303208163265117,0.04965542857142924,0.3989186027330036,2.012472563323773
150000,5000,7852,0,0.3251072894586876,0.0987093599999987,0.381,0.0956,0.09302057142856913,0.007527102040816389,0.34296812022608547,-2.366192319425503
150000,5000,7700,0,0.2199092551010442,0.09960143999999803,0.4137,0.1053,0.09552742857142585,0.0318560816326531,0.12567587352560167,1.29833279935888
150000,5000,9446,0,0.29999425505852007,0.11112903999999874,0.3994,0.1078,0.10568783673469209,0.013991102040816307,0.678961042707134,-1.5308985877614438
150000,5000,6133,0,0.1233614272835406,0.10277111999999824,0.4043,0.175,0.09873330612244623,0.06166587755102096,0.3439623029358644,2.1173379834595702
150000,5000,6137,0,0.09514231919170768,0.100889919999999,0.3998,0.1809,0.09481118367346701,0.07190873469387804,0.2280457743332377,2.8575297241552295
150000,5000,5505,0,0.07011468738501592,0.10316679999999924,0.3983,0.201,0.09903975510203854,0.08025559183673504,0.4169736513957756,2.887169011283008
150000,5000,8030,0,0.21619127870741706,0.10294599999999766,0.4219,0.14,0.0979418775510172,0.03475102040816351,0.1459486911209063,0.4092296276134459
150000,5000,3790,0,0.10684457927644642,0.10263615999999784,0.4129,0.2206,0.10024057142856904,0.0654015510204084,0.32039570198087247,1.2010661545497756
